DDR1
FSIP1
LOC84843
FAM98B
EFCAB13
FAM71B
C10orf107
SLC9B1
WEE2-AS1
TCTEX1D1
TMCO5A
PPARGC1B
XKR6
TSGA13
C9orf163
SYNE3
CCDC141
HDX
CDYL2
C18orf54
SYT14
CDC20B
TECTB
VWA3A
LINC00896
HUS1B
NPB
CCDC34
LRCH3
INTS4
ENAH
STK35
LRRIQ3
KLC4
TIPRL
VKORC1L1
PRF1
FBXL14
PPIL6
SP1
C18orf25
METTL6
SGOL1
B3GALNT2
CBR4
PIK3C2A
NLRX1
ZNF569
CCSAP
DUSP18
ZNF697
ZNF791
CHRM3
HTRA4
LINC00525
PRPF38A
FAM218A
RHEBL1
FAM195A
KCTD7
ZNF548
AMER2
RNF152
GPR97
ZNF644
TBC1D32
B4GALNT3
LRRC43
CEP89
AK7
ZFC3H1
IRAK2
LINC00337
METTL21A
OTOGL
MGC16025
FAM76B
SPATA25
NXNL1
GLIS3-AS1
IQCG
MCM9
PRR14L
AJUBA
KLHL32
DCBLD1
SLAMF9
GK5
FLJ31715
UBE2U
WBSCR27
LINC00638
ZC3HAV1L
RASGEF1B
C11orf45
C21orf58
KIAA1109
STOML3
LINC01105
FBXL13
FAM227B
DTD2
SOX3
SPATA32
C3orf49
NKX2-3
TMEM252
KIAA1524
FAM222A-AS1
TLE6
TCEANC
LOC100294020///POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P
HECTD4
RTP1
PRR35
NXPE1
CYP1B1-AS1
MAGEA2B///MAGEA2
APOBEC3D
LINC00315
COL6A5
PGAM5
C4orf45
CCDC149
BEND2
C10orf67
SPERT
CCDC26
C21orf88
SPIC
VPS13B
P2RY10
IGSF22
ZBTB3
TPH1
DCST1
TCP11L2
WDFY4
GPR26
KIAA0825
SESN3
CSNK1G2-AS1
NATD1
KLHL34
ZSCAN10
SAMD3
GOT1L1
C10orf91
MGC16142
ZNF99
CCDC108
SIGLECL1
LDHAL6A
MRGPRX2
NTN5
KLF17
CCDC105
CCDC122
C11orf42
DKFZp434L192
POM121L8P///POM121L9P///POM121L1P
ZNF486
CXorf22
FGD2
EXD1
FAM178A
NBPF4
ZNF663P
LINC00955
LOC162137
C10orf126
PIKFYVE
LINC00479
C9orf62
C9orf84
SLC22A24
FMO9P
C7orf33
ELMOD2
ACER1
TAAR1
OSTCP1
LINC00305
BFSP2-AS1
STK32A
LRRC28
NS3BP
MIA2
GPHB5
DCD
EXOSC6
IQSEC3
ZDHHC19
ALG14
PPP1R21
TMEM237
ZNF564
B3GALT6
SNX21
RHOB
ADAT3
CEL
GATS
CBS
SPINK6
C22orf39
DPCD
CYP39A1
MEF2BNB
RAB7B
DTYMK
MAPKAPK5-AS1
BRICD5
VSIG10
NBR2
MED25
NT5E
ASPHD1
DMRTC1B///DMRTC1
TRIM37
ARHGEF28
LLGL2
OSMR
NDST1
RSPO2
CHD2
USB1
RILPL1
GPNMB
CEP57L1
BICD1
ZNF12
MYO10
SLC4A4
TTC37
ARSB
FRMD4A
ZBTB24
LARP1B
C14orf159
TMEM239
TMEM239///C20orf141
MRAP
ZNF24
TXNDC9
DCAF8
SMPDL3B
CNOT1
SPTLC1
ASH1L-AS1
SETMAR
XG
C8orf76
MVB12B
C12orf66
EPHA8
CCDC67
TMEM136
TMEM53
DNAJA3
GALNT18
NOL9
DDX51
TUBGCP3
SBDSP1///SBDS
SNAPC5
ENTPD5
RBM33
MIR31HG
SPIN3
TMTC4
TMEM185A
NBEAL1
CDCP1
ULK2
SLC4A8
SSH2
C5orf58
PARP11
CCDC60
HSD17B12
NLGN4Y
MSRB3
ADIG
CCSER2
RUFY2
WDR78
SUGT1P3
MAATS1
SLC33A1
CLDND1
OGDH
PHF21A
GDAP2
MCPH1
WFDC8
ZMYND11
ZNF446
TWIST2
FAM53B
GOLGA7
SH3KBP1
MBLAC1
ZMYM3
CD300LB
C3orf33
ATP5S
FAM126B
LYNX1
SNX32
TRIM74///TRIM73
LOC554206
C11orf53
PLEKHS1
TRMT44
MANEA
LOC100287037
C5orf46
IZUMO1
SH3YL1
PTPRO
GRIK1-AS1
ICA1L
TMLHE
MEI1
ZCCHC13
KCNS2
ARHGEF10
CCDC132
MGC45922
LOC101929497
BAALCOS
CREBRF
C1QTNF9
KATNAL2
CTNNA3
ZADH2
ITGAL
COCH
ARL17A
C1orf210
ZNF638
TRIM73
HP1BP3
CERS3
PCNXL2
DNAJC5B
GPSM1
FRYL
KLHL29
CKAP2
MORN1
CENPL
ERAP2
SSH1
SART3
FANCM
TRMT2B
C9orf43
CCRN4L
HAVCR2
FLJ25758
TRIM4
FAM160B1
HERC3
UHRF1BP1L
TTBK2
CYP19A1
WDR49
NPAS4
SVOPL
LHFPL3-AS1
HNMT
MGC20647
ITPKB
LOC644852
GABRA2
EIF4G3
SUPT6H
RNF170
PGLS
TRMT61A
LOC541473
RPS6KA5
NFS1
HDAC4
DYNC2LI1
DOCK2
CANT1
STXBP4
LRRC18
SLCO4A1-AS1
DNAJA4
CYTH4
FARP2
COG3
DRAXIN
HELQ
STAP1
AQP12B///AQP12A
GIN1
GNB5
CDKN2AIPNL
XRCC6BP1
DENND4A
SIAE
GINS4
FCHSD2
BTG4
PPP2R5C
CALHM1
NT5C1B
PKD1L2
NR1H4
PTPLA
PDE1C
TP73
NEK11
LINC00656
TRAM2
PADI2
CST9
VPS29
ACTR2
LOC653581
AZIN2
NELL1
UEVLD
LYG2
TCTE3
CLEC7A
TK1
WBSCR16
CTNNB1
SNX29P2
OSGIN2
TAF5L
APH1A
SPOCK3
GGNBP2
ATF3
FBXO7
FIP1L1
NLGN2
DMWD
SMIM11
ZNF146
REG4
KIAA1217
KIAA0513
WAPAL
BEST1
SLC35F6
ZNF85
JPX
DNAJC14
HILPDA
HNRNPLL
LINS
CFHR3
ST8SIA4
DNAJB9
CRTAP
ZNF674///KRBOX4
C16orf13
FBF1
ZBTB44
ANKRD13C
PHF20L1
SRGAP1
MOXD1
C19orf47
ZNF808
HEATR3
CARD8
ARMC10
EPB41
SAR1B
TMEM37
ATF6B
CEP70
SERPINC1
THADA
MTHFSD
RAD51B
PPA2
RGS7
TSC22D4
OSCAR
NAALAD2
PIK3AP1
FAM188A
GHITM
WWC1
ACSM5
LOC100288109///LINC00537
GSTCD
CD80
LOC283861
CNNM2
OLFM3
VSTM2A
TTC12
C2
DPYD
TMEM126B
RHOF
DNAH14
GPRIN2
SLC25A48
SPAG9
MBP
APOBEC4
FAM13C
WDR20
CFAP97
YIF1B
SETD6
ATP11B
DCAF5
GPR62
PGM5
SPPL3
KCTD17
DYNLRB1
CELF2
APBB1IP
SUV39H2
CYB5R3
BPNT1
ETV4
PSMD10
ZNF70
MYO18B
METTL20
LRRC48
RHOBTB2
TTC30B
LENG9
PCAT4
SLC1A6
SYMPK
LMNA
NKAIN2
RBM8A
MBTPS2
CEP120
CNKSR2
TGOLN2
LOC100287896
ANKMY1
KIAA0226
PTBP2
SERPINB8
AGFG2
MBLAC2
DGKE
SIRPB1
BCL6B
ASCC1
ZNF57
EPHA7
MYT1L
PDS5B
NPAS3
CBFA2T2
ZFYVE16
TET3
RNF32
RGS11
OSBPL1A
DUOXA1
LOC100288447
MAST4
RPRML
CFAP61
NEK4
CNST
C17orf47
NUMA1
NAIF1
ZNF586
LOC100130950
METTL8
FAM151A
GGA1
SRRM2
TTC26
SYCE1
SRGN
CMTM4
HNRNPDL
LAPTM4B
MGC50722
CEMIP
STAU2
NLGN4X
TACC1
PACSIN2
SLC23A2
CCNY
TYMS
ADAMTS9
L3MBTL4
CDH7
TBC1D16
NALCN
ATP8B3
SCARA5
OR2L13
SPATA6L
KCNMB1
CALHM3
GLYATL2
RELL1
LINC00593
PDE4D
NDUFA10
TAF2
TRPM3
SLC6A11
RABGAP1L
ZNF655
SLC9A1
MCTP1
LOC728175
TRIM7
ARHGAP29
FBN2
IPP
KGFLP2///KGFLP1///FGF7
PMS1
RALGPS1
SEPT2
CLCNKB
MTUS2
INPP5A
CD99L2
SRCIN1
HEATR2
WWC2
UBE2DNL
LINC00301
MAD2L1
ZNF785
WFIKKN2
MINA
ZFP42
PHLDB2
PHTF2
MGC32805
KLHL30-AS1
ARHGEF2
CNTN1
CCDC82
CASS4
STKLD1
PDE8B
KANSL1L
UBE3C
FBLIM1
DPP6
SYT16
SNED1
RAB39A
FNDC9
TRIM72
FBXO8
SPIRE1
ACP1
LOC389199
PLA2G4C
CLDN20
UBE2O
ASTN2
DZANK1
ITGA11
AGBL3
ZBED1
ZNF585A
ADCY7
PDGFRA
STEAP3
MCTP2
RASSF5
B3GNT5
USP36
CYP4A22///CYP4A11
CIDEC
LOC280665
MTHFD2L
SLC12A1
CCDC158
ATP6V1B1
TOR1A
VWA5B2
KIAA1257
CYP2U1
PARK2
ELMO2
PTPN7
CMAHP
DOK5
SDC3
TMEM135
PRR16
PCNP
WDR37
HMGCLL1
CSPP1
MITF
CAMKMT
S100Z
ABCD3
DKFZP434K028
ERCC8
PRIM2
MLXIP
LOC101927746
TIA1
LOC101927129
MS4A3
PCBD2
FCER1G
GAFA1
FRMD8
MPHOSPH6
HYDIN2///HYDIN
HYDIN
CCDC36
PRKD3
ABCC11
ESYT3
PLA2G4D
PDE12
JRK
ABCC4
CFAP69
SCEL
ZNF678
ANKS6
LINC00598
SIK3
FUT8
CYP4A11
ZSWIM2
PSIP1
RCBTB1
EXOC3L1
ACOT11
LOC388882
KLHL14
VIL1
LINC01234
ACAT1
LOC554174
ACAN
NLRP12
C21orf90
ZNF641
C1orf110
FGFR4
FILIP1L
PDILT
OK/SW-CL.58
ZBTB26
ACY3
LINC00051
LKAAEAR1
ERICH1-AS1
EQTN
LINC00317
HLA-DOB
SNX19
GOLGA3
SLC9C2
AREL1
RASGRF1
RAG1
ZNF733P///ZNF479
PTGS2
OK/SW-CL.36
LOC403312
RBL1
WDR66
SYNJ2
ZNF398
IL16
OR2C3
CDHR1
ARHGAP20
SCARF1
RGS12
ADAM22
TMEM26
P4HA2
BRD3
CLRN1
IDH1
EPB41L4A
LINC00612
NAGA
TRPV5
LHFPL5
KLHL40
CENPI
C10orf53
SYT9
AVL9
CCNG2
NDUFS4
LPGAT1
IKZF2
GTPBP3
USP6
WNK1
TLL1
MGC40069
KCNH5
ARHGAP25
ZNF843
RPL13AP17
LOC101928751
STAT5B
PPM1F
VASH2
C6orf123
STPG2
PTGFR
CACNB2
APLF
FGF7
MIER1
CTDSPL2
UVSSA
SLC10A7
KLHL3
CCDC181
ATP6V0A2
SLC11A1
ENTPD3
CD96
GPR125
ST6GAL2
LINC01126
PAXBP1
MOCS1
PER3
FAM9A
FGD6
OTUD7B
BCL2L2
ATF2
FCHO2
QKI
MLLT6
ARHGAP8
KIF26B
PGPEP1
NAMPT
CALN1
LIG3
ST3GAL3
STX19
PBLD
PRKAA1
IGHV7-81
LOC100132686
TERF2
CDKN1A
TAT
FHL5
ZNF277
FBXO36
LINC00421
GOSR1
RMND1
RPRD1A
SLC44A4
LOC100287210
LOC439951
DTWD1
OR8B8
HRH3
LOC645722
UBE2W
RGR
AKR1E2
CCDC148-AS1
C1orf43
C1S
KCNIP2
RHOJ
IQCF3
PGC
PTH2
GNG12
C8orf59
LOC554207
RP1L1
SCN1A
FNIP1///RAPGEF6
WNK3
CPEB3
OTOF
COL25A1
PPIP5K1
EVC2
ZAK
MAGI1
ASXL2
GRID1
ANO1
WFS1
TERT
RSPH10B2
GALNTL6
EPT1
KLHL6
SLC4A5
CKAP5
ARMC8
ALS2
CDKL1
STRIP2
VWA3B
MED12L
FOXJ2
ECE2
TTF2
CARD14
PAK6
MCF2
WDR19
MAK
KCNH7
POLK
HIF3A
STAB1
PP2672
ABCB9
PTK7
LOC100287515///ZNF26
ADAM9
GCLC
TPH2
SLC30A5
ITGA9
ZNF317
AQP10
RAP1A
UNC5C
MEGF10
SLC38A4
PDXDC1
TFAP2E
ITGB2
PPHLN1
LRP1
ETS1
SCML4
DDX53
ENTPD4
PIGQ
DNAJC11
LINC00663
C11orf58
NSAP11
ZNF479
BAGE
CAMTA1
ABCB5
TTL
GRIK2
OR4D2
DBF4B
FAM159A
ADAMTS4
POF1B
LARP4
B4GALNT1
UBA1
SNX25
NOP9
CARF
LOC100128868
PIGK
AKAP12
CXorf67
MYO1D
DUSP16
LOC645261
SOHLH2
CDH19
FGD3
BAGE2///BAGE4
BAGE2///BAGE3///BAGE5///KMT2C
CCNL1
ALOX15B
TAS1R1
ASAH1
KLF7
AP1S3
OTUD5
SYNCRIP
TSTD2
SLC39A14
AFF4
EARS2
GTF3C3
UBA6
CCDC172
PPP1R12B
CA8
TRAPPC10
GPR114
AP5M1
NAA16
LITAF
BRINP1
SLC39A6
PPP1R1C
CHD6
IFIH1
MCOLN2
CELF1
NRP2
CLASP2
FMN2
SORBS2
TTLL3
IREB2
C17orf82
FAM153B
PRR5L
LOC100290215///ACTR3B
PDZD3
C19orf66
BEST3
CWC27
CYP4B1
IFNLR1
SLC2A4RG
RSRC1
NPSA
TMCC2
TYR
SLC25A41
ZNF215
PIAS2
FAM189B
GABRG3
PTCH1
DPY30///MEMO1
FYCO1
SEPT6
COL9A1
RNH1
QRFPR
BPIFB6
ANTXR2
SDS
TGFB3
AFAP1L1
CLCC1
KLK2
POFUT2
ZACN
SERPINB5
SLC22A7
BPIFA4P
BBS9
TNK2
USP25
UGGT2
ZCCHC7
CFI
TAPBP
LMOD3
GUSBP2
IMMP2L
CA6
KDELR1
PTPRM
LINC00824
TP63
PDZRN3
GATA1
PIF1
MBNL1
SCRN3
APOL4
ELAVL3
GDPD1
CAPRIN2
ZMAT3
AGK
MBD1
G6PC
ZAP70
SUGT1P1
SAE1
PTGIR
SLAMF1
RAB34
PIK3IP1
LILRA5
SAMSN1
RBM14
DAOA
GAFA2
Dbpht2
KLHL17
OR10A5
HNRNPA3///HNRNPA3P1
OR10A4
TREML1
OR8D1
PTPRS
KRTAP2-3
BLID
GSX1
SMC1A
RTN4IP1
SMOX
OTUB2
H6PD
SLA2
KLRK1
KCNIP3
KLK4
CMTM3
TNAP
IGH
PNKD
CXADR
SCAMPER
TAGLN
RGS5
GAFA3
MS4A4A
CD209
CFL1
BAP1
AGTRAP
CMTM1
ERVH-6
LYZ
CD79B
SF1
GEMIN7
STH
ATN1
C7orf34
CDKN3
RBM15
MKL1
TIMM10
GNG4
GNG2
CDC25A
BPIFC
ZAR1
POSTN
CD79A
RHEB
PQLC2
IRAK1
XRN1
LINC00520
C11orf63
TRIB3
PHF23
TMEM192///ZNF320
CCDC116
ZFP82
LOC100294341///ARL17A
ARPC5
LOC400692
FCRL5
ZNF385B
C11orf57
MAP3K19
MOG
EXD2
CRISPLD2
ARHGDIB
RHOA
L3MBTL2
THSD4
SAMD14
MKS1
AKT1S1
FAM138E///FAM138C///FAM138B///FAM138A///FAM138F
PACS2
EPR1
ESYT2
LRRC41
KLF6
IRGQ
UCHL1
POLR2B
C3orf79
CYTH2
HNRNPM
LOC284454
SEPW1
PSMB8-AS1
AKR1C2///AKR1C1
THUMPD3-AS1
MICALL2
PDHA1
TOLLIP-AS1
HEXDC
LOC100507477
RNF207
TTC28-AS1
LOC728903///GLIDR
GLIDR
RPS24
ERVFRD-1
LZTS2
PSMD6
PDSS2
UBR5
OR2A9P///OR2A20P
PSMD5-AS1
MTSS1L
DNM2
ADAM15
KDM1A
ANKRD36C
ARMCX5
TCAIM
AGAP2-AS1
FAM120A
PTCD2
ST7-AS1
GON4L
EXD3
RPUSD3
CBX3
CASC10
KIAA2013
HUNK
VIM
LOC101928001
MIR205HG
CD55
SLC19A1
CRTAC1
HINT1
FBXO28
MYL12B///MYL12A
LOC100130417
ASB16-AS1
C17orf64
LINC00661
DAAM1
C22orf42
CACNA1D
DIAPH3-AS1
EIF4A2
IGFBP5
ATP5H
BTBD7
LOC284939
LOC100506777
CSNK1A1
PEX13
MESP2
NBEAL2
GPR180
EME2
LINC00893
SMTN
LINC01138
MTMR11
ZNF207
HHIP
GPR173
LINC01089
TTN-AS1
LINC00599
MAGEE1
LOC100507564
RTN4
DNAJC7
SIK2
NEUROD1
SPEN
ZNF451
RPP30
LOC284926
KDM6B
LINC00528
BMPR2
LOC100289632
C4orf27
RPAIN
HEMK1
UNC13C
LINC00290
LOC389906
DKFZp451A211
TNPO1
LINC01260
NAP1L1
GPATCH2
RASGRF2
LOC642533
TEX36-AS1
MYLK4
DHX30
LOC100131170
LOC100287426
ARVCF
ITFG1
SNAI3-AS1
ARL8A
ESRRB
FAM154B
LOC100505727
MROH2A
LOC101927516
LINC00847
ANKRD65
ANKRD36BP2
STEAP4
EMC1
LOC100507516///PRNP
LOC100507455
RGS9BP
C10orf90
RNASET2
SRGAP2
ZNF814
LINC00408
LOC100510453
CLEC2B
BTG3
SEPT7P9
ZNF783///LOC155060
VCPIP1
LOC100507060
LOC101927468
ZNF391
LOC100310756
LOC375196
LOC100506271
EIF1B-AS1
LOC400756
LOC645513
CADM1
PWRN1
C20orf202
MYRFL
MYT1
LOC101928896
PAPD4
FGFR1OP2
LOC100287407
SMIM21
LOC100506016
POM121L12
LOC100507028
C12orf76
LOC100287015
LINC00899
PRRT3
C1orf86
C2orf71
MIF-AS1
LOC283270
STOML1
FILIP1
RBMX
MAPK12
LOC150051
HEATR1
HCN1
RGL3
ERICH1
C6orf89
ADAMTS9-AS2
PHKG2
OLIG3
